TANAMAN,JENIS,KODE PROVINSI (BPS),PROVINSI,TAHUN,LUAS PANEN (HA),PRODUKSI (KWINTAL),PRODUKTIVITAS
Petsai/Sawi,Sayuran,73,Sulawesi Selatan,2020,2140.919999,138626, 64.75 
Petsai/Sawi,Sayuran,74,Sulawesi Tenggara,2020,711.1999998,9290, 13.06 
Petsai/Sawi,Sayuran,75,Gorontalo,2020,27,180, 6.67 
Petsai/Sawi,Sayuran,76,Sulawesi Barat,2020,745,2720, 3.65 
Petsai/Sawi,Sayuran,81,Maluku,2020,720,28404.2, 39.45 
Petsai/Sawi,Sayuran,82,Maluku Utara,2020,281.5,8379.399999, 29.77 
Petsai/Sawi,Sayuran,91,Papua Barat,2020,506.18,12930.31, 25.54 
Petsai/Sawi,Sayuran,94,Papua,2020,807.4000021,33327.48007, 41.28 
Semangka,Buah,11,Aceh,2020,897.1999998,82706.79999, 92.18 
Semangka,Buah,12,Sumatera Utara,2020,2785.55,636266.5992, 228.42 
Semangka,Buah,13,Sumatera Barat,2020,912.5,188927, 207.04 
Semangka,Buah,14,Riau,2020,1301.25,306574.9602, 235.60 
Semangka,Buah,15,Jambi,2020,629.5,60688.40002, 96.41 
Semangka,Buah,16,Sumatera Selatan,2020,1317.85,140856.5, 106.88 
Semangka,Buah,17,Bengkulu,2020,263.25,14059, 53.41 
Semangka,Buah,18,Lampung,2020,1498.25,250068.25, 166.91 
Semangka,Buah,19,Kep. Bangka Belitung,2020,184.1199998,41437.60002, 225.06 
Semangka,Buah,21,Kep. Riau,2020,167.1600002,25998.3001, 155.53 
Semangka,Buah,31,DKI Jakarta,2020,0,0, -   
Semangka,Buah,32,Jawa Barat,2020,871,146064, 167.70 
Semangka,Buah,33,Jawa Tengah,2020,4325.5,859538.3, 198.71 
Semangka,Buah,34,DI Yogyakarta,2020,352.45,70898, 201.16 
Semangka,Buah,35,Jawa Timur,2020,7735.25,1325472.2, 171.35 
Semangka,Buah,36,Banten,2020,172,34376, 199.86 
Semangka,Buah,51,Bali,2020,1056.850001,160456.9, 151.83 
Semangka,Buah,52,Nusa Tenggara Barat,2020,1597.2,344766, 215.86 
Semangka,Buah,53,Nusa Tenggara Timur,2020,148.4,28439, 191.64 
Semangka,Buah,61,Kalimantan Barat,2020,790.5,58220.5, 73.65 
Semangka,Buah,62,Kalimantan Tengah,2020,1342.4,139746, 104.10 
Semangka,Buah,63,Kalimantan Selatan,2020,1604,248726, 155.07 
Semangka,Buah,64,Kalimantan Timur,2020,629.9500003,69566.8299, 110.43 
Semangka,Buah,65,Kalimantan Utara,2020,44,6946, 157.86 
Semangka,Buah,71,Sulawesi Utara,2020,64.00000004,5013.8, 78.34 
Semangka,Buah,72,Sulawesi Tengah,2020,425.5,112588.5, 264.60 
Semangka,Buah,73,Sulawesi Selatan,2020,1147.820001,128712, 112.14 
Semangka,Buah,74,Sulawesi Tenggara,2020,373.5,11834, 31.68 
Semangka,Buah,75,Gorontalo,2020,17,842, 49.53 
Semangka,Buah,76,Sulawesi Barat,2020,35,2685, 76.71 
Semangka,Buah,81,Maluku,2020,113,12376.5, 109.53 
Semangka,Buah,82,Maluku Utara,2020,206,10916.25, 52.99 
Semangka,Buah,91,Papua Barat,2020,178.14,5450.760008, 30.60 
Semangka,Buah,94,Papua,2020,230.45,71954.3, 312.23 
Melon,Buah,11,Aceh,2020,22,1824, 82.91 
Melon,Buah,12,Sumatera Utara,2020,83.5,12594, 150.83 
Melon,Buah,13,Sumatera Barat,2020,145.5,27769, 190.85 
Melon,Buah,14,Riau,2020,131.5,16713, 127.10 
Melon,Buah,15,Jambi,2020,102.3,13571.5, 132.66 
Melon,Buah,16,Sumatera Selatan,2020,103.1,12417, 120.44 
Melon,Buah,17,Bengkulu,2020,128.75,6962.5, 54.08 
Melon,Buah,18,Lampung,2020,99.25,6218.75, 62.66 
Melon,Buah,19,Kep. Bangka Belitung,2020,12.95999993,5064.199951, 390.76 
Melon,Buah,21,Kep. Riau,2020,7.450000003,2026, 271.95 
Melon,Buah,31,DKI Jakarta,2020,0,0, -   
Melon,Buah,32,Jawa Barat,2020,24,1950, 81.25 
Melon,Buah,33,Jawa Tengah,2020,1908,315664, 165.44 
Melon,Buah,34,DI Yogyakarta,2020,1085.45,222304.2, 204.80 
Melon,Buah,35,Jawa Timur,2020,3153.75,578250, 183.35 
Melon,Buah,36,Banten,2020,76,5162, 67.92 
Melon,Buah,51,Bali,2020,17.05000001,3825, 224.34 
Melon,Buah,52,Nusa Tenggara Barat,2020,165.5,31452, 190.04 
Melon,Buah,53,Nusa Tenggara Timur,2020,22.6500001,2350.5, 103.77 
Melon,Buah,61,Kalimantan Barat,2020,46,2301, 50.02 
Melon,Buah,62,Kalimantan Tengah,2020,179,13334, 74.49 
Melon,Buah,63,Kalimantan Selatan,2020,73,7024.5, 96.23 
Melon,Buah,64,Kalimantan Timur,2020,53.8500002,5190.549988, 96.39 
Melon,Buah,65,Kalimantan Utara,2020,19.5,3268, 167.59 
Melon,Buah,71,Sulawesi Utara,2020,34.6,7198.6, 208.05 
Melon,Buah,72,Sulawesi Tengah,2020,99,36990, 373.64 
Melon,Buah,73,Sulawesi Selatan,2020,84.5,8603, 101.81 
Melon,Buah,74,Sulawesi Tenggara,2020,45.5,2431, 53.43 
Melon,Buah,75,Gorontalo,2020,11,528, 48.00 
Melon,Buah,76,Sulawesi Barat,2020,5,52.5, 10.50 
Melon,Buah,81,Maluku,2020,44,4506, 102.41 
Melon,Buah,82,Maluku Utara,2020,39.5,977.65, 24.75 
Melon,Buah,91,Papua Barat,2020,108,2443, 22.62 
Melon,Buah,94,Papua,2020,80,20805, 260.06 
Cabai Besar,Sayuran,11,Aceh,2020,5743.46,734437.0303, 127.87 
Cabai Besar,Sayuran,12,Sumatera Utara,2020,18522.53,1938616.94, 104.66 
Cabai Besar,Sayuran,13,Sumatera Barat,2020,11931.25,1331897.8, 111.63 
Cabai Besar,Sayuran,14,Riau,2020,1993.440001,167351.24, 83.95 
Cabai Besar,Sayuran,15,Jambi,2020,4374.51,471330.75, 107.74 
Cabai Besar,Sayuran,16,Sumatera Selatan,2020,4202.819999,284968.9, 67.80 
Cabai Besar,Sayuran,17,Bengkulu,2020,6509.7,396377.4, 60.89 
Cabai Besar,Sayuran,18,Lampung,2020,6041,379865.6, 62.88 
Cabai Besar,Sayuran,19,Kep. Bangka Belitung,2020,509.0700049,69546.08095, 136.61 
Cabai Besar,Sayuran,21,Kep. Riau,2020,313.1800003,41814.96006, 133.52 
Cabai Besar,Sayuran,31,DKI Jakarta,2020,0,0, -   
Cabai Besar,Sayuran,32,Jawa Barat,2020,18266.78,2660666.34, 145.66 
Cabai Besar,Sayuran,33,Jawa Tengah,2020,22589.55,1662595, 73.60 
Cabai Besar,Sayuran,34,DI Yogyakarta,2020,4587.360004,445209.5798, 97.05 
Cabai Besar,Sayuran,35,Jawa Timur,2020,12078.35,991098.7, 82.06 
Cabai Besar,Sayuran,36,Banten,2020,717.25,69469.20001, 96.85 
Cabai Besar,Sayuran,51,Bali,2020,690.5499997,80490.50842, 116.56 
Cabai Besar,Sayuran,52,Nusa Tenggara Barat,2020,2143.650014,200923.8682, 93.73 
Cabai Besar,Sayuran,53,Nusa Tenggara Timur,2020,649.3800002,33496.8, 51.58 
Cabai Besar,Sayuran,61,Kalimantan Barat,2020,785.8000002,20215.9, 25.73 
Cabai Besar,Sayuran,62,Kalimantan Tengah,2020,301.8000001,13799.1, 45.72 
Cabai Besar,Sayuran,63,Kalimantan Selatan,2020,1476,126546, 85.74 
Cabai Besar,Sayuran,64,Kalimantan Timur,2020,710.2600001,42900.54999, 60.40 
Cabai Besar,Sayuran,65,Kalimantan Utara,2020,262.6000004,17780.49999, 67.71 
Cabai Besar,Sayuran,71,Sulawesi Utara,2020,1025.649999,86735.40002, 84.57 
Cabai Besar,Sayuran,72,Sulawesi Tengah,2020,973.7000012,72383.95, 74.34 
Cabai Besar,Sayuran,73,Sulawesi Selatan,2020,2548.550003,175491.9, 68.86 
Cabai Besar,Sayuran,74,Sulawesi Tenggara,2020,660.1500001,19625, 29.73 
Cabai Besar,Sayuran,75,Gorontalo,2020,75,3341, 44.55 
Cabai Besar,Sayuran,76,Sulawesi Barat,2020,1019,12817, 12.58 
Cabai Besar,Sayuran,81,Maluku,2020,433.5,20350.59998, 46.94 
Cabai Besar,Sayuran,82,Maluku Utara,2020,1025,41695.55, 40.68 
Cabai Besar,Sayuran,91,Papua Barat,2020,269.25,8122.91, 30.17 
Cabai Besar,Sayuran,94,Papua,2020,299.0999999,19933.85001, 66.65 
Paprika,Sayuran,11,Aceh,2020,0,0, -   
Paprika,Sayuran,12,Sumatera Utara,2020,0,0, -   
Paprika,Sayuran,13,Sumatera Barat,2020,0,0, -   
Paprika,Sayuran,14,Riau,2020,1,400, 400.00 
Paprika,Sayuran,15,Jambi,2020,1,37, 37.00 
Paprika,Sayuran,16,Sumatera Selatan,2020,1,50, 50.00 
Paprika,Sayuran,17,Bengkulu,2020,0,0, -   
Paprika,Sayuran,18,Lampung,2020,3,16, 5.33 
Paprika,Sayuran,19,Kep. Bangka Belitung,2020,0,0, -   
Paprika,Sayuran,21,Kep. Riau,2020,0,0, -   
Paprika,Sayuran,31,DKI Jakarta,2020,0,0, -   
Paprika,Sayuran,32,Jawa Barat,2020,506,93355, 184.50 
Paprika,Sayuran,33,Jawa Tengah,2020,13,2199, 169.15 
Paprika,Sayuran,34,DI Yogyakarta,2020,0,0, -   
Paprika,Sayuran,35,Jawa Timur,2020,301,79181, 263.06 
Paprika,Sayuran,36,Banten,2020,0,0, -   
Paprika,Sayuran,51,Bali,2020,4,362, 90.50 
Paprika,Sayuran,52,Nusa Tenggara Barat,2020,2,246, 123.00 
Paprika,Sayuran,53,Nusa Tenggara Timur,2020,19.8499999,1949.799999, 98.23 
Paprika,Sayuran,61,Kalimantan Barat,2020,0,0, -   
Paprika,Sayuran,62,Kalimantan Tengah,2020,0,0, -   
Paprika,Sayuran,63,Kalimantan Selatan,2020,0,0, -   
Paprika,Sayuran,64,Kalimantan Timur,2020,0,0, -   
Paprika,Sayuran,65,Kalimantan Utara,2020,0,0, -   
Paprika,Sayuran,71,Sulawesi Utara,2020,1,170, 170.00 
Paprika,Sayuran,72,Sulawesi Tengah,2020,20,188, 9.40 
Paprika,Sayuran,73,Sulawesi Selatan,2020,1,50, 50.00 
Paprika,Sayuran,74,Sulawesi Tenggara,2020,0,0, -   
Paprika,Sayuran,75,Gorontalo,2020,0,0, -   
Paprika,Sayuran,76,Sulawesi Barat,2020,0,0, -   
Paprika,Sayuran,81,Maluku,2020,2,18, 9.00 
Paprika,Sayuran,82,Maluku Utara,2020,0,0, -   
Paprika,Sayuran,91,Papua Barat,2020,0,0, -   
Paprika,Sayuran,94,Papua,2020,0,0, -   
Cabai Rawit,Sayuran,11,Aceh,2020,4497.689998,647815.99, 144.03 
Cabai Rawit,Sayuran,12,Sumatera Utara,2020,6938.480001,611601.1001, 88.15 
Cabai Rawit,Sayuran,13,Sumatera Barat,2020,3035.6,333559.2801, 109.88 
Cabai Rawit,Sayuran,14,Riau,2020,1381.619999,86269.60997, 62.44 
Cabai Rawit,Sayuran,15,Jambi,2020,1579.66,135879.77, 86.02 
Cabai Rawit,Sayuran,16,Sumatera Selatan,2020,1635,116449.6, 71.22 
Cabai Rawit,Sayuran,17,Bengkulu,2020,2686.85,114757, 42.71 
Cabai Rawit,Sayuran,18,Lampung,2020,1907.2,105581.15, 55.36 
Cabai Rawit,Sayuran,19,Kep. Bangka Belitung,2020,503.9200126,33859.23001, 67.19 
Cabai Rawit,Sayuran,21,Kep. Riau,2020,309.1799984,22301.23, 72.13 
Cabai Rawit,Sayuran,31,DKI Jakarta,2020,0,0, -   
Cabai Rawit,Sayuran,32,Jawa Barat,2020,9927.899998,1308384.65, 131.79 
Cabai Rawit,Sayuran,33,Jawa Tengah,2020,22104.24,1590989.06, 71.98 
Cabai Rawit,Sayuran,34,DI Yogyakarta,2020,2006.149997,150523.19, 75.03 
Cabai Rawit,Sayuran,35,Jawa Timur,2020,78765.35,6849429.39, 86.96 
Cabai Rawit,Sayuran,36,Banten,2020,528,58610, 111.00 
Cabai Rawit,Sayuran,51,Bali,2020,3746.279988,353313.169, 94.31 
Cabai Rawit,Sayuran,52,Nusa Tenggara Barat,2020,8679.499801,989414.0227, 113.99 
Cabai Rawit,Sayuran,53,Nusa Tenggara Timur,2020,1643.07,104679.03, 63.71 
Cabai Rawit,Sayuran,61,Kalimantan Barat,2020,2374.3,61325.35, 25.83 
Cabai Rawit,Sayuran,62,Kalimantan Tengah,2020,1145.31,61241.12, 53.47 
Cabai Rawit,Sayuran,63,Kalimantan Selatan,2020,2328.5,156157.7998, 67.06 
Cabai Rawit,Sayuran,64,Kalimantan Timur,2020,1476.719999,90809.81985, 61.49 
Cabai Rawit,Sayuran,65,Kalimantan Utara,2020,510.5099983,33304.09014, 65.24 
Cabai Rawit,Sayuran,71,Sulawesi Utara,2020,4075.199996,224144.9001, 55.00 
Cabai Rawit,Sayuran,72,Sulawesi Tengah,2020,4113.100007,250417.42, 60.88 
Cabai Rawit,Sayuran,73,Sulawesi Selatan,2020,5229.199999,240515.7501, 45.99 
Cabai Rawit,Sayuran,74,Sulawesi Tenggara,2020,1439.15,38013.5, 26.41 
Cabai Rawit,Sayuran,75,Gorontalo,2020,1997,147292.2, 73.76 
Cabai Rawit,Sayuran,76,Sulawesi Barat,2020,1128,13986.5, 12.40 
Cabai Rawit,Sayuran,81,Maluku,2020,893.5,50272.51003, 56.26 
Cabai Rawit,Sayuran,82,Maluku Utara,2020,1194,45274.75, 37.92 
Cabai Rawit,Sayuran,91,Papua Barat,2020,676.8200001,23505.23998, 34.73 
Cabai Rawit,Sayuran,94,Papua,2020,586.1499998,34364.23006, 58.63 
Mentimun,Sayuran,11,Aceh,2020,1501.05,143654, 95.70 
Mentimun,Sayuran,12,Sumatera Utara,2020,2107.53,246284.38, 116.86 
Mentimun,Sayuran,13,Sumatera Barat,2020,1750.4,303753.8999, 173.53 
Mentimun,Sayuran,14,Riau,2020,1527.780001,174258.72, 114.06 
Mentimun,Sayuran,15,Jambi,2020,1085.01,62680.34999, 57.77 
Mentimun,Sayuran,16,Sumatera Selatan,2020,1653.95,110534.15, 66.83 
Mentimun,Sayuran,17,Bengkulu,2020,1705,120902.6, 70.91 
Mentimun,Sayuran,18,Lampung,2020,1769,120672, 68.21 
Mentimun,Sayuran,19,Kep. Bangka Belitung,2020,473.0699977,44645.74003, 94.37 
Mentimun,Sayuran,21,Kep. Riau,2020,432.0199991,48075.72992, 111.28 
Mentimun,Sayuran,31,DKI Jakarta,2020,0,0, -   
Mentimun,Sayuran,32,Jawa Barat,2020,7800.999999,1385747.6, 177.64 
Mentimun,Sayuran,33,Jawa Tengah,2020,2526.35,260550.4516, 103.13 
Mentimun,Sayuran,34,DI Yogyakarta,2020,75.00000007,13932.6, 185.77 
Mentimun,Sayuran,35,Jawa Timur,2020,2733.5,373325.3301, 136.57 
Mentimun,Sayuran,36,Banten,2020,1482,193246, 130.40 
Mentimun,Sayuran,51,Bali,2020,568.5,52066, 91.58 
Mentimun,Sayuran,52,Nusa Tenggara Barat,2020,419.1999986,34299.5, 81.82 
Mentimun,Sayuran,53,Nusa Tenggara Timur,2020,470.0099998,59590.59999, 126.79 
Mentimun,Sayuran,61,Kalimantan Barat,2020,2537.5,84078.12, 33.13 
Mentimun,Sayuran,62,Kalimantan Tengah,2020,874.2999998,59779.2, 68.37 
Mentimun,Sayuran,63,Kalimantan Selatan,2020,753,42900, 56.97 
Mentimun,Sayuran,64,Kalimantan Timur,2020,1250.89,149500.71, 119.52 
Mentimun,Sayuran,65,Kalimantan Utara,2020,255,51240.19999, 200.94 
Mentimun,Sayuran,71,Sulawesi Utara,2020,518.4000002,40039.8, 77.24 
Mentimun,Sayuran,72,Sulawesi Tengah,2020,550.8,33188, 60.25 
Mentimun,Sayuran,73,Sulawesi Selatan,2020,904.9000001,86271.04999, 95.34 
Mentimun,Sayuran,74,Sulawesi Tenggara,2020,715,15987.7, 22.36 
Mentimun,Sayuran,75,Gorontalo,2020,19,1002, 52.74 
Mentimun,Sayuran,76,Sulawesi Barat,2020,1111,7682.599998, 6.92 
Mentimun,Sayuran,81,Maluku,2020,506,36843, 72.81 
Mentimun,Sayuran,82,Maluku Utara,2020,415,22149.6, 53.37 
Mentimun,Sayuran,91,Papua Barat,2020,295.89,8464.780005, 28.61 
Mentimun,Sayuran,94,Papua,2020,228.4500001,25512.07005, 111.67 
Terung,Sayuran,11,Aceh,2020,1018,105510, 103.64 
Terung,Sayuran,12,Sumatera Utara,2020,3850.83,815275.33, 211.71 
Terung,Sayuran,13,Sumatera Barat,2020,3674.150001,749596, 204.02 
Terung,Sayuran,14,Riau,2020,1176.62,114350.44, 97.19 
Terung,Sayuran,15,Jambi,2020,1261.49,119699.1, 94.89 
Terung,Sayuran,16,Sumatera Selatan,2020,1760,150089.75, 85.28 
Terung,Sayuran,17,Bengkulu,2020,3011.55,661306.2, 219.59 
Terung,Sayuran,18,Lampung,2020,2513.5,210721.75, 83.84 
Terung,Sayuran,19,Kep. Bangka Belitung,2020,306.3799977,32486.3899, 106.03 
Terung,Sayuran,21,Kep. Riau,2020,192.08,22091.92, 115.01 
Terung,Sayuran,31,DKI Jakarta,2020,0,0, -   
Terung,Sayuran,32,Jawa Barat,2020,4495.399999,877132.3, 195.12 
Terung,Sayuran,33,Jawa Tengah,2020,3810.12,433687.57, 113.83 
Terung,Sayuran,34,DI Yogyakarta,2020,315.2100002,30527.21999, 96.85 
Terung,Sayuran,35,Jawa Timur,2020,4016.5,730090.8002, 181.77 
Terung,Sayuran,36,Banten,2020,592,70211.20001, 118.60 
Terung,Sayuran,51,Bali,2020,174.2,29282.25, 168.10 
Terung,Sayuran,52,Nusa Tenggara Barat,2020,537.8400009,62408.30005, 116.04 
Terung,Sayuran,53,Nusa Tenggara Timur,2020,1258.74,132214.4299, 105.04 
Terung,Sayuran,61,Kalimantan Barat,2020,1696.2,54201.25, 31.95 
Terung,Sayuran,62,Kalimantan Tengah,2020,987.25,73615.8, 74.57 
Terung,Sayuran,63,Kalimantan Selatan,2020,986.8,53320.2, 54.03 
Terung,Sayuran,64,Kalimantan Timur,2020,1280.76,135088.01, 105.47 
Terung,Sayuran,65,Kalimantan Utara,2020,225.4000002,28742.39994, 127.52 
Terung,Sayuran,71,Sulawesi Utara,2020,768.4799997,126593.17, 164.73 
Terung,Sayuran,72,Sulawesi Tengah,2020,920.1000009,61715.45001, 67.07 
Terung,Sayuran,73,Sulawesi Selatan,2020,1646.540001,107359.8, 65.20 
Terung,Sayuran,74,Sulawesi Tenggara,2020,1430.65,56635.35, 39.59 
Terung,Sayuran,75,Gorontalo,2020,53,2250, 42.45 
Terung,Sayuran,76,Sulawesi Barat,2020,1110.5,10703.5, 9.64 
Terung,Sayuran,81,Maluku,2020,666.5,51351.65002, 77.05 
Terung,Sayuran,82,Maluku Utara,2020,750,33789.7, 45.05 
Terung,Sayuran,91,Papua Barat,2020,292.96,8197.869999, 27.98 
Terung,Sayuran,94,Papua,2020,283.5999999,31770.95, 112.03 
Tomat,Sayuran,11,Aceh,2020,686.9599996,207814.76, 302.51 
Tomat,Sayuran,12,Sumatera Utara,2020,5929.44,1627442.9, 274.47 
Tomat,Sayuran,13,Sumatera Barat,2020,3809.3,1134909.08, 297.93 
Tomat,Sayuran,14,Riau,2020,73.72000003,1577.18, 21.39 
Tomat,Sayuran,15,Jambi,2020,868.73,196519.55, 226.21 
Tomat,Sayuran,16,Sumatera Selatan,2020,1023.05,106199.9, 103.81 
Tomat,Sayuran,17,Bengkulu,2020,3216.65,230334.4, 71.61 
Tomat,Sayuran,18,Lampung,2020,1731.5,190956.5, 110.28 
Tomat,Sayuran,19,Kep. Bangka Belitung,2020,73.52999997,5358.630046, 72.88 
Tomat,Sayuran,21,Kep. Riau,2020,27.15000004,2346.23, 86.42 
Tomat,Sayuran,31,DKI Jakarta,2020,0,0, -   
Tomat,Sayuran,32,Jawa Barat,2020,9758,2992674.9, 306.69 
Tomat,Sayuran,33,Jawa Tengah,2020,4849.76,798320.3, 164.61 
Tomat,Sayuran,34,DI Yogyakarta,2020,135.21,15306.3, 113.20 
Tomat,Sayuran,35,Jawa Timur,2020,5109.5,839195.6, 164.24 
Tomat,Sayuran,36,Banten,2020,220,18935, 86.07 
Tomat,Sayuran,51,Bali,2020,531.45,138107.97, 259.87 
Tomat,Sayuran,52,Nusa Tenggara Barat,2020,1641.550003,286087.5, 174.28 
Tomat,Sayuran,53,Nusa Tenggara Timur,2020,1151.59,99066.47004, 86.03 
Tomat,Sayuran,61,Kalimantan Barat,2020,678.6000004,18571.5, 27.37 
Tomat,Sayuran,62,Kalimantan Tengah,2020,492.8000001,43524.75, 88.32 
Tomat,Sayuran,63,Kalimantan Selatan,2020,868.4000001,74093, 85.32 
Tomat,Sayuran,64,Kalimantan Timur,2020,1059.269998,82098.22005, 77.50 
Tomat,Sayuran,65,Kalimantan Utara,2020,191.3500001,23671, 123.71 
Tomat,Sayuran,71,Sulawesi Utara,2020,2266.85,573310.03, 252.91 
Tomat,Sayuran,72,Sulawesi Tengah,2020,1594.150003,267063.7499, 167.53 
Tomat,Sayuran,73,Sulawesi Selatan,2020,3484.6,604348.8, 173.43 
Tomat,Sayuran,74,Sulawesi Tenggara,2020,1497.15,47195.01, 31.52 
Tomat,Sayuran,75,Gorontalo,2020,421,27214, 64.64 
Tomat,Sayuran,76,Sulawesi Barat,2020,1234,7595, 6.15 
Tomat,Sayuran,81,Maluku,2020,646.5,41097.60001, 63.57 
Tomat,Sayuran,82,Maluku Utara,2020,1111.5,67853.55001, 61.05 
Tomat,Sayuran,91,Papua Barat,2020,450.53,13109.48999, 29.10 
Tomat,Sayuran,94,Papua,2020,470.5000001,68035.5, 144.60 
Labu Siam,Sayuran,11,Aceh,2020,150.5,198522," 1,319.08 "
Labu Siam,Sayuran,12,Sumatera Utara,2020,520.1799999,112027.15, 215.36 
Labu Siam,Sayuran,13,Sumatera Barat,2020,402,377645, 939.42 
Labu Siam,Sayuran,14,Riau,2020,40,2274.5, 56.86 
Labu Siam,Sayuran,15,Jambi,2020,116.5,77539, 665.57 
Labu Siam,Sayuran,16,Sumatera Selatan,2020,133.5,46830, 350.79 
Labu Siam,Sayuran,17,Bengkulu,2020,361,125234, 346.91 
Labu Siam,Sayuran,18,Lampung,2020,261,33327, 127.69 
Labu Siam,Sayuran,19,Kep. Bangka Belitung,2020,9.100000001,3014, 331.21 
Labu Siam,Sayuran,21,Kep. Riau,2020,0,0, -   
Labu Siam,Sayuran,31,DKI Jakarta,2020,0,0, -   
Labu Siam,Sayuran,32,Jawa Barat,2020,2222,1157994, 521.15 
Labu Siam,Sayuran,33,Jawa Tengah,2020,1085.5,1178547," 1,085.72 "
Labu Siam,Sayuran,34,DI Yogyakarta,2020,11,1483, 134.82 
Labu Siam,Sayuran,35,Jawa Timur,2020,647,261834, 404.69 
Labu Siam,Sayuran,36,Banten,2020,15,2250, 150.00 
Labu Siam,Sayuran,51,Bali,2020,314.5,843088.52," 2,680.73 "
Labu Siam,Sayuran,52,Nusa Tenggara Barat,2020,5.900000028,904, 153.22 
Labu Siam,Sayuran,53,Nusa Tenggara Timur,2020,755.2699997,167136.2985, 221.29 
Labu Siam,Sayuran,61,Kalimantan Barat,2020,71,1931, 27.20 
Labu Siam,Sayuran,62,Kalimantan Tengah,2020,39.39999998,846.0999999, 21.47 
Labu Siam,Sayuran,63,Kalimantan Selatan,2020,0,0, -   
Labu Siam,Sayuran,64,Kalimantan Timur,2020,69,941, 13.64 
Labu Siam,Sayuran,65,Kalimantan Utara,2020,7.200000003,1070, 148.61 
Labu Siam,Sayuran,71,Sulawesi Utara,2020,365.1499999,285423.35, 781.66 
Labu Siam,Sayuran,72,Sulawesi Tengah,2020,183.75,38722, 210.73 
Labu Siam,Sayuran,73,Sulawesi Selatan,2020,706.47,143035, 202.46 
Labu Siam,Sayuran,74,Sulawesi Tenggara,2020,327,7622, 23.31 
Labu Siam,Sayuran,75,Gorontalo,2020,0,0, -   
Labu Siam,Sayuran,76,Sulawesi Barat,2020,71,262, 3.69 
Labu Siam,Sayuran,81,Maluku,2020,168,30558.7998, 181.90 
Labu Siam,Sayuran,82,Maluku Utara,2020,23,3380, 146.96 
Labu Siam,Sayuran,91,Papua Barat,2020,24.93000028,2092.300001, 83.93 
Labu Siam,Sayuran,94,Papua,2020,65.25000004,4611.5, 70.67 
Kacang Panjang,Sayuran,11,Aceh,2020,1654.2,112201, 67.83 
Kacang Panjang,Sayuran,12,Sumatera Utara,2020,3060.24,321889.95, 105.18 
Kacang Panjang,Sayuran,13,Sumatera Barat,2020,1764.35,194723.4501, 110.37 
Kacang Panjang,Sayuran,14,Riau,2020,1958.080001,100452.44, 51.30 
Kacang Panjang,Sayuran,15,Jambi,2020,1674.03,82083.34996, 49.03 
Kacang Panjang,Sayuran,16,Sumatera Selatan,2020,2226.85,89416.5, 40.15 
Kacang Panjang,Sayuran,17,Bengkulu,2020,2101,50975.75, 24.26 
Kacang Panjang,Sayuran,18,Lampung,2020,2451.5,135001, 55.07 
Kacang Panjang,Sayuran,19,Kep. Bangka Belitung,2020,349.5300005,21658.60003, 61.96 
Kacang Panjang,Sayuran,21,Kep. Riau,2020,459.6799997,39427.05019, 85.77 
Kacang Panjang,Sayuran,31,DKI Jakarta,2020,0,0, -   
Kacang Panjang,Sayuran,32,Jawa Barat,2020,6476.3,817313.0799, 126.20 
Kacang Panjang,Sayuran,33,Jawa Tengah,2020,3316,231932.8001, 69.94 
Kacang Panjang,Sayuran,34,DI Yogyakarta,2020,415.7399999,39624.86999, 95.31 
Kacang Panjang,Sayuran,35,Jawa Timur,2020,4737,398778.48, 84.18 
Kacang Panjang,Sayuran,36,Banten,2020,1386,160557.8, 115.84 
Kacang Panjang,Sayuran,51,Bali,2020,454.5000002,46548.04999, 102.42 
Kacang Panjang,Sayuran,52,Nusa Tenggara Barat,2020,591.6699986,45465, 76.84 
Kacang Panjang,Sayuran,53,Nusa Tenggara Timur,2020,980.5600002,40055.41998, 40.85 
Kacang Panjang,Sayuran,61,Kalimantan Barat,2020,2542,63159.25001, 24.85 
Kacang Panjang,Sayuran,62,Kalimantan Tengah,2020,1215.8,63066.19999, 51.87 
Kacang Panjang,Sayuran,63,Kalimantan Selatan,2020,1007.6,41817.8, 41.50 
Kacang Panjang,Sayuran,64,Kalimantan Timur,2020,1550.859999,95163.72003, 61.36 
Kacang Panjang,Sayuran,65,Kalimantan Utara,2020,327.55,27072.39997, 82.65 
Kacang Panjang,Sayuran,71,Sulawesi Utara,2020,692.1499997,36636.45, 52.93 
Kacang Panjang,Sayuran,72,Sulawesi Tengah,2020,991.7700002,35540.54, 35.84 
Kacang Panjang,Sayuran,73,Sulawesi Selatan,2020,2278.95,132748.3, 58.25 
Kacang Panjang,Sayuran,74,Sulawesi Tenggara,2020,1767.3,41735.3, 23.62 
Kacang Panjang,Sayuran,75,Gorontalo,2020,46,979, 21.28 
Kacang Panjang,Sayuran,76,Sulawesi Barat,2020,1344.5,11929.5, 8.87 
Kacang Panjang,Sayuran,81,Maluku,2020,647.5,29248.20001, 45.17 
Kacang Panjang,Sayuran,82,Maluku Utara,2020,634.5,32465.8, 51.17 
Kacang Panjang,Sayuran,91,Papua Barat,2020,527.9599995,12009.15, 22.75 
Kacang Panjang,Sayuran,94,Papua,2020,538.6000002,39901.35, 74.08 
Buncis,Sayuran,11,Aceh,2020,78,10782.5, 138.24 
Buncis,Sayuran,12,Sumatera Utara,2020,2508.25,365966.12, 145.90 
